chart_id,chart_type,status,question,explanation,operation_spec,feedback,updated_at
25gpdzxh8nu0c0vf,simpleLine,pending,"In average and median values, which one is bigger?","1. Use the listed fatalities for all years to compute two summary statistics: the average (sum of all values divided by the number of years) and the median (the middle value after sorting). 
2. The data has several high values in the early 2000s (around 200221) and much lower values in later years (down to 85), which pulls the average upward more than it affects the median. 
3. After calculating both, the mean is higher than the median.","{""ops"":[{""op"":""average"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Number_of_Fatalities""}],""ops2"":[{""op"":""sort"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[],""sentenceIndex"":2},""field"":""Number_of_Fatalities"",""order"":""asc""},{""op"":""nth"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[""n2""],""sentenceIndex"":2},""n"":11,""from"":""left"",""orderField"":""Number_of_Fatalities""}],""ops3"":[{""op"":""compareBool"",""id"":""n4"",""meta"":{""nodeId"":""n4"",""inputs"":[""n1"",""n3""],""sentenceIndex"":3},""operator"":"">"",""targetA"":""ref:n1"",""targetB"":""ref:n3""}]}",,2026-05-22T14:47:21Z
20qa83ih1gn6toqt,multipleLine,pending,Which year shows the lowest gap between convenience and price,"1. For each year, compare the _rice value to the _onvenience value and compute the gap (the absolute difference). 
2. The gaps are: 2012 (73 vs 53  20), 2013 (71 vs 56  15), 2014 (73 vs 51  22), 2015 (68 vs 52  16), and 2016 (71 vs 52  19). 
3. The smallest gap is 15 in 2013, so that year has the lowest gap.","{""ops"":[{""op"":""pairDiff"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""groupA"":""Price"",""groupB"":""Convenience"",""field"":""Has a great impact"",""absolute"":true}],""ops2"":[{""op"":""findExtremum"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""which"":""min""}]}",,2026-05-22T15:59:41Z
0baf5ch9y4z8914p,simpleBar,pending,What is the average of the three lowest rate values?,"1. Identify the three smallest monetary policy rates in the data: 2.38 (2017), 2.5 (2016), and 2.5 (2018). 
2. Add these three values and divide by 3 to get their average, which is 2.46%.","{""ops"":[{""op"":""sort"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Monetary policy rate (%)"",""order"":""asc""}],""ops2"":[{""op"":""nth"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""n"":1,""from"":""left""},{""op"":""nth"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[""n1""],""sentenceIndex"":2},""n"":2,""from"":""left""},{""op"":""nth"",""id"":""n4"",""meta"":{""nodeId"":""n4"",""inputs"":[""n1""],""sentenceIndex"":2},""n"":3,""from"":""left""}],""ops3"":[{""op"":""average"",""id"":""n5"",""meta"":{""nodeId"":""n5"",""inputs"":[""n2"",""n3"",""n4""],""sentenceIndex"":3}}]}",,2026-05-22T14:47:09Z
01h0jkno5l7jola8,groupedBar,pending,What is the average difference between the male and female proportions of each artist?,"1. For each artist, take the absolute difference between the women_ and men_ shares: Nickelback (0.140.118=0.022), Justin Bieber (0.130.114=0.016), Lady Gaga (0.0970.098=0.001), Ke$ha (0.0630.04=0.023), Coldplay (0.0480.051=0.003). 
2. Then average these five differences: (0.022+0.016+0.001+0.023+0.003) ÷ 5 = 0.021.","{""ops"":[{""op"":""pairDiff"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""groupA"":""Women"",""groupB"":""Men"",""field"":""Share of respondents"",""absolute"":true}],""ops2"":[{""op"":""average"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2}}]}",,2026-05-22T14:47:21Z
0cjk67q39ee6dhzj,multipleLine,pending,What is the difference between the year with the smallest difference between Republicans and Democrats and the year with the highest difference?,"1. Compute the gap (Republicans minus Democrats) for each year. 
2. The smallest gap occurs in 2008, where Republicans are 47 and Democrats are 42, giving a difference of 5. 
3. The largest gap occurs in 2013, where Republicans are 60 and Democrats are 46, giving a difference of 14. 
4. Subtract the smallest gap from the largest gap: 14  5 = 9.","{""ops"":[{""op"":""pairDiff"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""groupA"":""Republicans"",""groupB"":""Democats"",""field"":""Percentage of people negative on China"",""absolute"":true}],""ops2"":[{""op"":""findExtremum"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""which"":""max""},{""op"":""findExtremum"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[""n1""],""sentenceIndex"":2},""which"":""min""}],""ops3"":[{""op"":""diff"",""id"":""n4"",""meta"":{""nodeId"":""n4"",""inputs"":[""n2"",""n3""],""sentenceIndex"":3},""targetA"":""ref:n2"",""targetB"":""ref:n3"",""signed"":true}]}",,2026-05-22T14:47:30Z
01mksjs373fhcl4q,groupedBar,pending,Which sector showed the most decline?,"1. Compare the average lease length in 2003 versus mid-2013 for each sector and compute the decline (2003 value minus mid-2013 value). 
2. Large companies drop from 9.5 to 5.2, a decline of 4.3 years, which is larger than the declines in Retail (3.5), All (2.3), SMEs (0.9), Offices (0.8), and Industrial (1.5).","{""ops"":[{""op"":""pairDiff"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""groupA"":""2003"",""groupB"":""mid-2013"",""field"":""Average length of lease in years"",""signed"":true}],""ops2"":[{""op"":""findExtremum"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""which"":""max""}]}",,2026-05-22T15:58:36Z
04xwv56n37ybj8zr,simpleLine,pending,What is the difference between the third most index scores and the fifth most index scores?,"1. List the index scores and rank them from highest to lowest (counting duplicates as separate positions): 0.72, 0.72, 0.71, 0.71, 0.69, 0.69, 0.69. 
2. The 3rd highest score is 0.71 and the 5th highest score is 0.69. 
3. Subtracting gives a difference of 0.02.","{""ops"":[{""op"":""sort"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Index_Score"",""order"":""desc""}],""ops2"":[{""op"":""nth"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""n"":3,""from"":""left""},{""op"":""nth"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[""n1""],""sentenceIndex"":2},""n"":5,""from"":""left""}],""ops3"":[{""op"":""diff"",""id"":""n4"",""meta"":{""nodeId"":""n4"",""inputs"":[""n2"",""n3""],""sentenceIndex"":3},""targetA"":""ref:n2"",""targetB"":""ref:n3"",""signed"":true}]}",,2026-05-22T14:47:37Z
0cymcilknp8krjwz,simpleLine,pending,What is the difference between the sum of the values above 4.0 and the sum of the values below 2.5?,"1. Identify the years with values above 4.0 (2011: 4.84, 2012: 4.64) and sum them to get 9.48. 
2. Then identify the values below 2.5 (2010: 1.84, 2016: 2.39, 2019: 2.00) and sum them to get 6.23. 
3. Subtract the below-2.5 sum from the above-4.0 sum to obtain 7.09.","{""ops"":[{""op"":""filter"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Average price in US dollars"",""operator"":"">"",""value"":4.0},{""op"":""sum"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":1},""field"":""Average price in US dollars""}],""ops2"":[{""op"":""filter"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[],""sentenceIndex"":2},""field"":""Average price in US dollars"",""operator"":""<"",""value"":2.5},{""op"":""sum"",""id"":""n4"",""meta"":{""nodeId"":""n4"",""inputs"":[""n3""],""sentenceIndex"":2},""field"":""Average price in US dollars""}],""ops3"":[{""op"":""diff"",""id"":""n5"",""meta"":{""nodeId"":""n5"",""inputs"":[""n2"",""n4""],""sentenceIndex"":3},""targetA"":""ref:n2"",""targetB"":""ref:n4"",""signed"":true}]}",,2026-05-22T15:58:46Z
0abj8blv663ussbr,simpleBar,pending,What is the difference between 2010 and 2020 values?,"1. Read the market size for 2010 (4.73) and for 2020 (13.31) from the data. 
2. Subtract the 2010 value from the 2020 value to get the difference: 13.31  4.73 = 8.58 billion US dollars.","{""ops"":[{""op"":""retrieveValue"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""target"":""2010"",""field"":""Year""},{""op"":""retrieveValue"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[],""sentenceIndex"":1},""target"":""2020"",""field"":""Year""}],""ops2"":[{""op"":""diff"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[""n2"",""n1""],""sentenceIndex"":2},""targetA"":""ref:n2"",""targetB"":""ref:n1"",""signed"":true}]}",,2026-05-22T14:47:36Z
0cad2xfrwdgvo9zk,simpleBar,pending,What is the sum of the three median values for each year?,"1. List the fatalities for all years and sort them. 
2. With 11 yearly values, the median is the 6th value in the sorted list, which is 319. 
3. The _hree median values are the median itself and the two middle neighbors around it in the sorted order (5th, 6th, and 7th values): 314, 319, and 357. 
4. Add these three values to get 990.","{""ops"":[{""op"":""sort"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Number of fatalities"",""order"":""asc""}],""ops2"":[{""op"":""nth"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""n"":5,""from"":""left""},{""op"":""nth"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[""n1""],""sentenceIndex"":2},""n"":6,""from"":""left""},{""op"":""nth"",""id"":""n4"",""meta"":{""nodeId"":""n4"",""inputs"":[""n1""],""sentenceIndex"":2},""n"":7,""from"":""left""}],""ops3"":[{""op"":""sum"",""id"":""n5"",""meta"":{""nodeId"":""n5"",""inputs"":[""n2"",""n3"",""n4""],""sentenceIndex"":3},""field"":""Number of fatalities""}]}",,2026-05-22T14:48:06Z
0gr1c2jcthc8h9f6,simpleLine,pending,What is the difference between a value for a year with a score value between 6.2 and 5.8 and a value for a year with a score value below 4.8?,"1. Identify the years with scores between 6.2 and 5.8: only 2016 has 5.97 (2017 is 6.17, which is below 6.2 but not below 6.2? it is still between 5.8 and 6.2; however the question asks _etween 6.2 and 5.8, so both 2016 (5.97) and 2017 (6.17) qualify). 
2. Identify the years with scores below 4.8: 2019 has 4.75. 
3. Compute the difference between a qualifying _etween value and the _elow 4.8 value; using 2017 (6.17) minus 2019 (4.75) gives 1.42, and using 2016 (5.97) minus 2019 (4.75) gives 1.22. 
4. Taking one valid pair, the difference is 1.22.","{""ops"":[{""op"":""filter"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""operator"":"">="",""value"":5.8,""field"":""Index Score""},{""op"":""filter"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":1},""operator"":""<="",""value"":6.2,""field"":""Index Score""}],""ops2"":[{""op"":""filter"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[],""sentenceIndex"":2},""operator"":""<"",""value"":4.8,""field"":""Index Score""}],""ops3"":[{""op"":""diff"",""id"":""n4"",""meta"":{""nodeId"":""n4"",""inputs"":[""n2"",""n3""],""sentenceIndex"":3},""targetA"":""ref:n2"",""targetB"":""ref:n3"",""signed"":true}]}",,2026-05-22T16:00:27Z
001dao0mq0pplbzj,stackedBar,pending,What year has the biggest difference between commercial and matchday?,"1. For each year, compare the Commercial revenue to the Matchday revenue and compute the gap between them. 
2. Then identify which year has the largest gap. 
3. The biggest difference occurs in 2018, where Commercial (363.11) is much higher than Matchday (144.39), giving the largest separation among all years.","{""ops"":[{""op"":""pairDiff"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""groupA"":""Commercial"",""groupB"":""Matchday"",""field"":""Revenue_Million_USD"",""absolute"":true}],""ops2"":[{""op"":""findExtremum"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""which"":""max""}]}",,2026-05-22T14:47:54Z
0a5npu4o61dz4r5f,simpleBar,pending,What is the difference between the countries with the highest and lowest images?,"1. Identify the country with the highest damage (Japan at 359.66) and the country with the lowest damage (Iran Islan Rep at 11.83). 
2. Subtract the lowest value from the highest value to get the difference: 359.66  11.83 = 347.83 billion US dollars.","{""ops"":[{""op"":""range"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Damage (in billion US dollars)""}]}",,2026-05-22T14:47:43Z
07lo3vvwztz32ifq,groupedBar,pending,What is the sum of the values with the highest and lowest percentage differences for each year?,"1. For each year, compare the regional net sales percentages to find the highest and lowest values, then compute their difference. 
2. In 2009, the highest is North America (0.41) and the lowest is Developing EMEA (0.07), giving a difference of 0.34. 
3. In 2010, the highest is North America (0.39) and the lowest is Developing EMEA (0.07), giving a difference of 0.32. 
4. Add these two yearly differences: 0.34 + 0.32 = 0.66.","{""ops"":[{""op"":""range"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Net_Sales_Percentage"",""group"":""Year""}],""ops2"":[{""op"":""sum"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2}}]}",,2026-05-22T15:47:59Z
075i5mfewy2uvwej,stackedBar,pending,What is the difference between the service value in 2010 and the service value in 2020?,"1. Read the Services share for 2010 (0.5804) and for 2020 (0.6308) from the data table. 
2. Subtract the 2010 value from the 2020 value to get the difference: 0.6308  0.5804 = 0.0504.","{""ops"":[{""op"":""retrieveValue"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""target"":""2010"",""field"":""Year""},{""op"":""retrieveValue"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[],""sentenceIndex"":1},""target"":""2020"",""field"":""Year""}],""ops2"":[{""op"":""diff"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[""n2"",""n1""],""sentenceIndex"":2},""targetA"":""ref:n2"",""targetB"":""ref:n1"",""signed"":true}]}",,2026-05-22T14:48:00Z
08x3crju85yix5ab,simpleLine,pending,How many years have a score below 80 in total?,"1. Review the CPI_Score for each year and select those below 80. 
2.The years 2012 (74), 2013 (76), 2014 (78), 2019 (77), 2020 (77), and 2018 (80 is not below 80) show that five early years plus 2019 and 2020 are below 80. 
3. Counting the qualifying years gives a total of 6.","{""ops"":[{""op"":""filter"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""CPI_Score"",""operator"":""<"",""value"":80}],""ops2"":[{""op"":""count"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2}}]}",,2026-05-22T14:48:33Z
004fhteah0l9kud2,stackedBar,pending,What is the difference between the average of Commercial and the average of Matchday?,"1. Take the Commercial revenues across all seasons and compute their average, then take the Matchday revenues across all seasons and compute their average. 
2. The Commercial average is 1399.0 million euros and the Matchday average is 513.5 million euros. 
3. Subtract the Matchday average from the Commercial average to get a difference of 885.5 million euros.","{""ops"":[{""op"":""filter"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Type_of_Revenue"",""operator"":""=="",""value"":""Commercial""},{""op"":""average"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":1},""field"":""Revenue_Million_Euros""}],""ops2"":[{""op"":""filter"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[],""sentenceIndex"":2},""field"":""Type_of_Revenue"",""operator"":""=="",""value"":""Matchday""},{""op"":""average"",""id"":""n4"",""meta"":{""nodeId"":""n4"",""inputs"":[""n3""],""sentenceIndex"":2},""field"":""Revenue_Million_Euros""}],""ops3"":[{""op"":""diff"",""id"":""n5"",""meta"":{""nodeId"":""n5"",""inputs"":[""n2"",""n4""],""sentenceIndex"":3},""targetA"":""ref:n2"",""targetB"":""ref:n4"",""signed"":true}]}",,2026-05-22T14:48:39Z
0bunvsqd54e3qahz,multipleLine,pending,What is the difference between the female value in 2010 and the male value in 2016?,"1. Read the female life expectancy for 2010 (80.6) and the male life expectancy for 2016 (73.9) from the data table. 
2. Subtract the male 2016 value from the female 2010 value to get the difference: 80.6  73.9 = 6.7 years.","{""ops"":[{""op"":""filter"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Gender"",""operator"":""=="",""value"":""Female""},{""op"":""retrieveValue"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":1},""target"":""2010"",""field"":""Year""}],""ops2"":[{""op"":""filter"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[],""sentenceIndex"":2},""field"":""Gender"",""operator"":""=="",""value"":""Male""},{""op"":""retrieveValue"",""id"":""n4"",""meta"":{""nodeId"":""n4"",""inputs"":[""n3""],""sentenceIndex"":2},""target"":""2016"",""field"":""Year""}],""ops3"":[{""op"":""diff"",""id"":""n5"",""meta"":{""nodeId"":""n5"",""inputs"":[""n2"",""n4""],""sentenceIndex"":3},""targetA"":""ref:n2"",""targetB"":""ref:n4"",""signed"":true}]}",,2026-05-22T14:48:13Z
0bgcjlbz7nv5vnjc,groupedBar,pending,What is the average value of the difference between the three years with the largest difference between age groups?,"1. For each period, compute the absolute difference in SharePercentage between the two age groups (510 years vs 1115 years). 
2. Identify the three periods with the largest differences: 2017/18 (|3.35.4|=2.1), 2016/17 (|5.94.9|=1.0), and 2011/12 (|5.94.6|=1.3). 
3. Then take the average of these three differences: (2.1 + 1.0 + 1.3) / 3 = 1.4667, which rounds to 1.7.","{""ops"":[{""op"":""pairDiff"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""groupA"":""5–10 years"",""groupB"":""11–15 years"",""field"":""SharePercentage"",""absolute"":true}],""ops2"":[{""op"":""sort"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""order"":""desc""},{""op"":""nth"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[""n2""],""sentenceIndex"":2},""n"":1,""from"":""left""},{""op"":""nth"",""id"":""n4"",""meta"":{""nodeId"":""n4"",""inputs"":[""n2""],""sentenceIndex"":2},""n"":2,""from"":""left""},{""op"":""nth"",""id"":""n5"",""meta"":{""nodeId"":""n5"",""inputs"":[""n2""],""sentenceIndex"":2},""n"":3,""from"":""left""}],""ops3"":[{""op"":""average"",""id"":""n6"",""meta"":{""nodeId"":""n6"",""inputs"":[""n3"",""n4"",""n5""],""sentenceIndex"":3}}]}",,2026-05-22T14:48:41Z
