"#","chart_type","chart_id","all_id","question","explanation","operation_spec","status","author_note","updated_at"
"1","line_simple","2jromeq5u9lloh1s","line_simple_2jromeq5u9lloh1s","Which years has the biggest jump?","1. Get the difference between every year
2. Get the extremum ","{""ops"":[{""op"":""lagDiff"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Audience_Millions""}],""ops2"":[{""op"":""findExtremum"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""which"":""max""}]}","pending","",""
"97","bar_stacked","19msoowya2szdynd","bar_stacked_19msoowya2szdynd","What is the sum of the Coal values for all years in which the value of Gas is greater than 1/3 of the value of Oil?","- For all years, divide the oil value by 3 and filter all years with larger gas values compared to the value of gas.
- Add all Coal values from filtered years.","","empty","GAP: per-year cross-series comparison (Gas > Oil/3) to select years, then sum a third series (Coal) over them; per-key cross-series condition + aggregate-of-other-series; not expressible.",""
"98","bar_grouped","0xc7sx6ll8fl5rgh","bar_grouped_0xc7sx6ll8fl5rgh","What is the average of the vote share at an age when Clinton received a lower vote share?","- Filters the age group where Clinton gets a lower vote share.
- Find the average of the votes for a filtered age group.","{""ops"":[{""op"":""pairDiff"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""by"":""Age Group"",""groupA"":""Hillary Clinton"",""groupB"":""Bernie Sanders"",""seriesField"":""Candidate"",""field"":""Percentage of votes"",""signed"":true},{""op"":""filter"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":1},""operator"":""<"",""value"":0}],""ops2"":[{""op"":""average"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[""n2""],""sentenceIndex"":2},""field"":""Percentage of votes""}]}","pending","Age groups where Clinton<Sanders (signed Clinton-Sanders<0), then average the vote share. pairDiff(by=Age Group) + filter(<0) [step1 = identify the age groups] + average [step2].",""
"99","line_simple","66va2s35es5t86l3","line_simple_66va2s35es5t86l3","What is the year with the largest increase compared to the previous year?","- Find the difference between the current value and the previous data value for all years with previous years.
- Find the year in which the highest value was recorded among the differences.","{""ops"":[{""op"":""lagDiff"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""In millions""}],""ops2"":[{""op"":""findExtremum"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""which"":""max""}]}","pending","",""
"100","line_multiple","3tc31k5k2o6wmvyp","line_multiple_3tc31k5k2o6wmvyp","How many dates were there in total when the percentage sum of dem and rep was less than 70?","- For all days, the sum of each dem and rep values is obtained, and values higher than 70 are filtered.
- Count the total number of filtered values","","empty","GAP: needs the per-date SUM of the two series (Dem+Rep) then count dates where that total < 70. pairDiff yields differences not sums, and there is no per-row cross-series sum op.",""
"101","bar_grouped","12sdcc2xjltg7qj2","bar_grouped_12sdcc2xjltg7qj2","Among the differences between the blue and orange bars, how many times is the largest value greater than the smallest value?","1. Calculate the difference between the two bars for each year.
2. Find the maximum and minimum differences.
3. Divide the maximum value by the minimum value.","{""ops"":[{""op"":""pairDiff"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""by"":""Year"",""groupA"":""Total contributions to presidential candidates"",""groupB"":""Total spending by presidential candidates"",""seriesField"":""Category"",""field"":""Value_Million_USD"",""absolute"":true}],""ops2"":[{""op"":""findExtremum"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""which"":""max"",""field"":""Value_Million_USD""},{""op"":""findExtremum"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[""n1""],""sentenceIndex"":2},""which"":""min"",""field"":""Value_Million_USD""}],""ops3"":[{""op"":""diff"",""id"":""n4"",""meta"":{""nodeId"":""n4"",""inputs"":[""n2"",""n3""],""sentenceIndex"":3},""targetA"":""ref:n2"",""targetB"":""ref:n3"",""mode"":""ratio""}]}","pending","Per-year |contributions-spending| diff, then max/min ratio -> pairDiff(by=Year, abs) + findExtremum max+min + diff(mode=ratio) (how many times larger).",""
"102","line_simple","72yqb8jwj9a6g4nx","line_simple_72yqb8jwj9a6g4nx","What is the difference between the average from 2011 and the average up to 2010?","1. Calculate the average from 2011 to 2015.
2. Calculate the average from 2005 to 2010.
3. Calculate the difference.","{""ops"":[{""op"":""filter"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Year"",""operator"":""<="",""value"":""2010""},{""op"":""average"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":1},""field"":""Percentage of internet users""}],""ops2"":[{""op"":""filter"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[],""sentenceIndex"":2},""field"":""Year"",""operator"":"">="",""value"":""2011""},{""op"":""average"",""id"":""n4"",""meta"":{""nodeId"":""n4"",""inputs"":[""n3""],""sentenceIndex"":2},""field"":""Percentage of internet users""}],""ops3"":[{""op"":""diff"",""id"":""n5"",""meta"":{""nodeId"":""n5"",""inputs"":[""n4"",""n2""],""sentenceIndex"":3},""targetA"":""ref:n4"",""targetB"":""ref:n2"",""signed"":false}]}","pending","",""
"103","line_simple","6al86e9qyokma74i","line_simple_6al86e9qyokma74i","How many years are below average?","1. Calculate the average value.
2. Count how many years are below average.","{""ops"":[{""op"":""average"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Number of renunciations""}],""ops2"":[{""op"":""filter"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""field"":""Number of renunciations"",""operator"":""<"",""value"":""ref:n1""},{""op"":""count"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[""n2""],""sentenceIndex"":2}}]}","pending","",""
"104","line_simple","724mfnyk34kp97le","line_simple_724mfnyk34kp97le","How many years are there that have a lower value than the average?","1. Calculate the difference.
2. Find all values that have a lower value than the average.
3. Count the values.","{""ops"":[{""op"":""average"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Cinema visits in millions""}],""ops2"":[{""op"":""filter"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""field"":""Cinema visits in millions"",""operator"":""<"",""value"":""ref:n1""}],""ops3"":[{""op"":""count"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[""n2""],""sentenceIndex"":3}}]}","pending","",""
"105","bar_stacked","1q3mzgt77lwo172f","bar_stacked_1q3mzgt77lwo172f","In which year is the difference between the blue and gray bars the greatest?","1. Calculate the difference between the blue bar and the gray bar each year.
2. Find the year with the highest difference.","{""ops"":[{""op"":""pairDiff"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""by"":""Year"",""groupA"":""0 – 500 million US dollars"",""groupB"":""Over 10,001 million US dollars"",""seriesField"":""Asset Size"",""field"":""Market share"",""absolute"":true}],""ops2"":[{""op"":""findExtremum"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""which"":""max""}]}","pending","Colours unspecified in data; read blue/gray as the two extreme asset-size series per the candidate. pairDiff(abs) + max year.",""
"106","bar_simple","0xo3r87obscjsktm","bar_simple_0xo3r87obscjsktm","How many times is the difference between El Salvador and Ukraine greater than the difference between El Salvador and Denmark?","1. Find the value of El Salvador.
2. Find the value of Ukraine.
3. Calculate the difference between the two values.
4. Find the value of Denmark.
5. Calculate the difference between Denmark and El Salvador
6. Compare which difference value is higher.
7. Divide the higher value by the lower value.","","empty","GAP: final step divides the larger diff by the smaller diff (ratio of two differences). No divide/ratio-of-two-node-results op (scale needs a constant factor, not a ref). Not expressible.",""
"107","bar_grouped","0ykydh8vao50ceou","bar_grouped_0ykydh8vao50ceou","Which channel shows the maximum difference between the highest value and the lowest value of each channel?","1. Find the maximum value and the minimum value for each channel
2. Calculate the difference between the minimum value and the maximum value for each channel
3. Find the channel that shows the maximum value","","empty","GAP: per-channel range (max-min over years for each Channel) then select the channel with the largest range -> per-key range then argmax over keys; no group-by-aggregate op. (range op aggregates over the whole field, not per channel; channel is the x dimension here.)",""
"108","line_multiple","4p1m4tsmzmtvsrys","line_multiple_4p1m4tsmzmtvsrys","What is the difference between the days when Obama is higher than Romney and the days when Romney is higher than Obama?","1. Calculate the difference for each date.
2. Count where Obama is higher than Romney.
3. Count where Romney is higher than Obama.
4. Calculate the difference.","{""ops"":[{""op"":""pairDiff"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""by"":""Date_Range"",""groupA"":""Obama"",""groupB"":""Romney"",""seriesField"":""Candidate"",""field"":""Share_of_Respondents"",""signed"":true}],""ops2"":[{""op"":""filter"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""operator"":"">"",""value"":0},{""op"":""count"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[""n2""],""sentenceIndex"":2}}],""ops3"":[{""op"":""filter"",""id"":""n4"",""meta"":{""nodeId"":""n4"",""inputs"":[""n1""],""sentenceIndex"":3},""operator"":""<"",""value"":0},{""op"":""count"",""id"":""n5"",""meta"":{""nodeId"":""n5"",""inputs"":[""n4""],""sentenceIndex"":3}}],""ops4"":[{""op"":""diff"",""id"":""n6"",""meta"":{""nodeId"":""n6"",""inputs"":[""n3"",""n5""],""sentenceIndex"":4},""targetA"":""ref:n3"",""targetB"":""ref:n5"",""signed"":false}]}","pending","",""
"109","bar_simple","0wflwm4jebx7n12y","bar_simple_0wflwm4jebx7n12y","What is the difference between the average and the maximum number?","1. Calculate the average value.
2. Find the maximum value.
3. Calculate the difference.","{""ops"":[{""op"":""findExtremum"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""which"":""max"",""field"":""Number of fires""}],""ops2"":[{""op"":""average"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[],""sentenceIndex"":2},""field"":""Number of fires""}],""ops3"":[{""op"":""diff"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[""n1"",""n2""],""sentenceIndex"":3},""targetA"":""ref:n1"",""targetB"":""ref:n2"",""signed"":false}]}","pending","diff(max, average).",""
"110","bar_stacked","21fa7gb8l1ix6yfm","bar_stacked_21fa7gb8l1ix6yfm","Which method shows the highest difference between every day and less often?","1. Calculate the difference between everyday and less often for each method.
2. Find the method with the highest difference.","{""ops"":[{""op"":""pairDiff"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""by"":""Method"",""groupA"":""EVERY DAY"",""groupB"":""LESS OFTEN"",""seriesField"":""Frequency"",""field"":""Share_of_Respondents"",""absolute"":true}],""ops2"":[{""op"":""findExtremum"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""which"":""max""}]}","pending","",""
"111","bar_grouped","0zjxkqy20iibpdvo","bar_grouped_0zjxkqy20iibpdvo","What is the difference between the average for Female on platforms more used by Male and the average for Male on platforms more used by Female?","1. Find the Platforms where the Male shows a higher value than the Female.
2. Calculate the average of the Female values from the Platforms just found.
3. Find the Platforms where the Female shows a higher value than the Male.
4. Calculate the average of the Male values from the Platforms just found.
5. Calculate the difference between the two average values.
","","empty","GAP: avg of Female on platforms where Male>Female minus avg of Male on platforms where Female>Male. Requires per-platform cross-series comparison to select platform subsets, then average the OTHER series over those subsets -> conditional per-key membership plus cross-group aggregation, not expressible in the 18-op grammar (pairDiff yields the diff, but selecting the opposite series' values by that sign for a separate average is not supported).",""
"112","bar_simple","0xnim79vztf8hjor","bar_simple_0xnim79vztf8hjor","Which year shows the highest difference from the average?","1. Calculate the average of Average ticket price in US dollars.
2. Calculate the difference between the average and each year.
3. Find the year that shows the highest absolute difference.","{""ops"":[{""op"":""average"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Average ticket price in US dollars""}],""ops2"":[{""op"":""diffByValue"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":2},""targetValue"":""ref:n1"",""signed"":false,""field"":""Average ticket price in US dollars""}],""ops3"":[{""op"":""findExtremum"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[""n2""],""sentenceIndex"":3},""which"":""max""}]}","pending","year with highest |value-average|: average -> diffByValue(|x-mean|) -> findExtremum max.",""
"113","bar_simple","0w88bu7qm4ilsqmh","bar_simple_0w88bu7qm4ilsqmh","What is the difference between the average of before 2000 and from 2010?","1. Find the average of the values for 1995 and 1999.
2. Find the average of the values for 2010, 2013, and 2017.
3. Calculate the difference between the two averages.","{""ops"":[{""op"":""filter"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Year"",""operator"":""<"",""value"":""2000""},{""op"":""average"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":1},""field"":""Installed base in million units""}],""ops2"":[{""op"":""filter"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[],""sentenceIndex"":2},""field"":""Year"",""operator"":"">="",""value"":""2010""},{""op"":""average"",""id"":""n4"",""meta"":{""nodeId"":""n4"",""inputs"":[""n3""],""sentenceIndex"":2},""field"":""Installed base in million units""}],""ops3"":[{""op"":""diff"",""id"":""n5"",""meta"":{""nodeId"":""n5"",""inputs"":[""n2"",""n4""],""sentenceIndex"":3},""targetA"":""ref:n2"",""targetB"":""ref:n4"",""signed"":false}]}","pending","diff(avg before 2000, avg from 2010). before-2000 = 1995,1999; from-2010 = 2010,2013,2017.",""
"114","bar_grouped","0yx2080f08329xxb","bar_grouped_0yx2080f08329xxb","What is the difference between the average of the blue and orange bars in the first five years and the average of the blue and orange bars in the last five years?","1. Get the values of the blue bar for the first five years.
2. Calculate the average.
3. Get the values of the orange bar for the first five years.
4. Calculate the average.
5. Calculate the difference between the two average values.
6. Get the values of the blue bar for the last five years.
7. Calculate the average.
8. Get the values of the orange bar for the last five years.
9. Calculate the average.
10. Calculate the difference between the two average values.
11. Calculate the difference between the two difference values between the two groups.","{""ops"":[{""op"":""filter"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Year"",""operator"":""between"",""value"":[""2009"",""2013""]},{""op"":""average"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[""n1""],""sentenceIndex"":1},""field"":""Value market share""}],""ops2"":[{""op"":""filter"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[],""sentenceIndex"":2},""field"":""Year"",""operator"":""between"",""value"":[""2014"",""2018""]},{""op"":""average"",""id"":""n4"",""meta"":{""nodeId"":""n4"",""inputs"":[""n3""],""sentenceIndex"":2},""field"":""Value market share""}],""ops3"":[{""op"":""diff"",""id"":""n5"",""meta"":{""nodeId"":""n5"",""inputs"":[""n2"",""n4""],""sentenceIndex"":3},""targetA"":""ref:n2"",""targetB"":""ref:n4"",""signed"":false}]}","pending","avg over both channels in the first five years (2009-2013) minus avg over both channels in the last five years (2014-2018), then diff. The explanation splits blue/orange per period but its net operation is (overall first-5 avg) vs (overall last-5 avg); averaging the whole filtered subset is equivalent.",""
"115","line_multiple","3z678inbp0t89ahu","line_multiple_3z678inbp0t89ahu","In how many years was the difference between Disatisfied and Satisfied less than the difference between their means?","1. Calculate the average of Dissatisfied.
2. Calculate the average of Satisfied.
3. Calculate the difference between the two values.
4. Calculate the difference for each year. (PairDiffOp)
5. Count all years that have a lower difference than the difference between the averages.","{""ops"":[{""op"":""average"",""id"":""n1"",""meta"":{""nodeId"":""n1"",""inputs"":[],""sentenceIndex"":1},""field"":""Percentage_of_Respondents"",""group"":""Dissatisfied""},{""op"":""average"",""id"":""n2"",""meta"":{""nodeId"":""n2"",""inputs"":[],""sentenceIndex"":1},""field"":""Percentage_of_Respondents"",""group"":""Satisfied""}],""ops2"":[{""op"":""diff"",""id"":""n3"",""meta"":{""nodeId"":""n3"",""inputs"":[""n1"",""n2""],""sentenceIndex"":2},""targetA"":""ref:n1"",""targetB"":""ref:n2"",""signed"":false}],""ops3"":[{""op"":""pairDiff"",""id"":""n4"",""meta"":{""nodeId"":""n4"",""inputs"":[],""sentenceIndex"":3},""by"":""Year"",""groupA"":""Dissatisfied"",""groupB"":""Satisfied"",""seriesField"":""Opinion"",""field"":""Percentage_of_Respondents"",""absolute"":true}],""ops4"":[{""op"":""filter"",""id"":""n5"",""meta"":{""nodeId"":""n5"",""inputs"":[""n4"",""n3""],""sentenceIndex"":4},""field"":""Percentage_of_Respondents"",""operator"":""<"",""value"":""ref:n3""},{""op"":""count"",""id"":""n6"",""meta"":{""nodeId"":""n6"",""inputs"":[""n5""],""sentenceIndex"":5}}]}","pending","per-year |Dissatisfied-Satisfied| vs |mean_Dissatisfied - mean_Satisfied|; magnitudes throughout.",""
